               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 115,            0.047322,            0.014557,            0.019602,             0.61357,             0.53074,             0.56059,             0.26607,            0.046551,           0.0087147,            0.020387,            0.006238,            0.006238,            0.006238
                 116,            0.047305,            0.014589,            0.019463,             0.61311,             0.53297,             0.56102,             0.26615,             0.04655,           0.0087157,            0.020388,            0.006205,            0.006205,            0.006205
                 117,            0.047341,            0.014524,            0.019533,             0.61221,             0.53206,             0.56038,             0.26597,            0.046548,           0.0087157,            0.020388,            0.006172,            0.006172,            0.006172
                 118,            0.047013,            0.014582,            0.019532,              0.6164,             0.53067,             0.56116,             0.26647,            0.046543,           0.0087161,            0.020392,            0.006139,            0.006139,            0.006139
                 119,            0.047043,            0.014646,            0.019528,             0.61637,             0.53114,             0.56139,             0.26652,            0.046542,           0.0087159,            0.020395,            0.006106,            0.006106,            0.006106
                 120,             0.04711,            0.014441,            0.019436,             0.61775,             0.52939,             0.56172,             0.26652,            0.046536,           0.0087154,            0.020398,            0.006073,            0.006073,            0.006073
                 121,            0.047025,            0.014684,            0.019514,             0.61702,              0.5301,             0.56238,             0.26666,            0.046532,           0.0087125,            0.020397,             0.00604,             0.00604,             0.00604
                 122,            0.046927,            0.014577,            0.019458,             0.61755,             0.53026,             0.56308,             0.26702,            0.046526,           0.0087091,            0.020396,            0.006007,            0.006007,            0.006007
                 123,            0.046957,            0.014606,            0.019406,             0.61419,             0.53138,              0.5625,             0.26735,            0.046529,           0.0087092,              0.0204,            0.005974,            0.005974,            0.005974
                 124,            0.047083,            0.014597,            0.019413,             0.61609,             0.53108,             0.56291,             0.26744,            0.046532,           0.0087097,            0.020403,            0.005941,            0.005941,            0.005941
                 125,            0.046858,            0.014417,            0.019324,              0.6156,             0.53197,              0.5637,             0.26768,            0.046528,           0.0087104,            0.020403,            0.005908,            0.005908,            0.005908
                 126,              0.0469,            0.014512,            0.019322,             0.61589,              0.5312,             0.56324,             0.26791,             0.04653,           0.0087103,            0.020407,            0.005875,            0.005875,            0.005875
                 127,            0.046992,            0.014455,            0.019484,             0.61495,             0.53112,             0.56281,             0.26759,            0.046534,           0.0087116,            0.020408,            0.005842,            0.005842,            0.005842
                 128,            0.046726,            0.014518,            0.019363,              0.6173,             0.52884,             0.56265,             0.26755,            0.046538,           0.0087125,            0.020405,            0.005809,            0.005809,            0.005809
                 129,            0.046756,            0.014488,            0.019398,             0.61451,             0.53063,             0.56269,              0.2676,            0.046545,           0.0087129,            0.020409,            0.005776,            0.005776,            0.005776
                 130,            0.046686,            0.014434,            0.019287,             0.61607,             0.53048,             0.56223,             0.26799,            0.046555,            0.008714,            0.020413,            0.005743,            0.005743,            0.005743
                 131,            0.046308,            0.014201,            0.019316,             0.61176,             0.53495,              0.5623,             0.26799,            0.046558,           0.0087156,            0.020419,             0.00571,             0.00571,             0.00571
                 132,            0.046617,            0.014405,            0.019329,             0.61331,             0.53529,             0.56229,             0.26781,            0.046556,           0.0087158,             0.02042,            0.005677,            0.005677,            0.005677
                 133,            0.046439,            0.014275,            0.019342,             0.61079,             0.53512,             0.56203,             0.26794,            0.046552,           0.0087179,            0.020424,            0.005644,            0.005644,            0.005644
                 134,            0.046483,            0.014481,            0.019293,             0.61283,             0.53454,             0.56179,             0.26786,             0.04656,           0.0087183,             0.02043,            0.005611,            0.005611,            0.005611
                 135,            0.046472,            0.014425,            0.019179,             0.61499,             0.53388,             0.56278,              0.2683,            0.046563,           0.0087182,            0.020436,            0.005578,            0.005578,            0.005578
