                  epoch,             train/loss,               val/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,                   lr/0
                    189,                0.32408,                0.56933,                  0.895,                      1,               5.95e-05
                    190,                0.31537,                0.55824,                0.89667,                      1,              5.455e-05
                    191,                0.31916,                0.55439,                0.89833,                      1,               4.96e-05
                    192,                0.32409,                0.56158,                0.89833,                      1,              4.465e-05
                    193,                0.32778,                0.57029,                  0.895,                      1,               3.97e-05
                    194,                 0.3188,                0.56782,                  0.895,                      1,              3.475e-05
                    195,                0.31969,                0.57585,                  0.895,                      1,               2.98e-05
                    196,                0.33413,                0.56112,                0.89667,                      1,              2.485e-05
                    197,                0.32069,                0.56693,                  0.895,                      1,               1.99e-05
                    198,                0.32257,                 0.5485,                  0.895,                      1,              1.495e-05
                    199,                0.31687,                0.55534,                0.89667,                      1,                  1e-05
